Date,Stage,Stack,Time,TrackID,ID,Position.X,Position.Y,Position.Z,Seconds,Volume.spot,Nucleus.number,Condition
,,,,,,,,,,,,
11.11,256,5,16,1000000000,30,-4610.02,1066.2,-58.458,225.059,0.268608,30,Inhibition
,,,,,,,,,,,,
11.11,256,5,16,1000000001,31,-4619.02,1075.74,-54.8751,225.059,0.286757,30,Inhibition
,,,,,,,,,,,,
11.11,256,5,17,1000000000,32,-4609.96,1066.08,-58.3005,239.967,0.257719,30,Inhibition
,,,,,,,,,,,,
11.11,256,5,17,1000000001,33,-4619.3,1075.72,-55.1988,239.967,0.210531,30,Inhibition
,,,,,,,,,,,,
11.11,256,5,18,1000000000,34,-4610.26,1066.45,-58.1323,254.969,0.243199,30,Inhibition
,,,,,,,,,,,,
11.11,256,5,18,1000000001,35,-4619.09,1076.18,-55.0219,254.969,0.283127,30,Inhibition
,,,,,,,,,,,,
11.11,256,5,19,1000000000,36,-4610.42,1066.09,-58.1413,269.959,0.297646,30,Inhibition
,,,,,,,,,,,,
11.11,256,5,19,1000000001,37,-4619.22,1076.13,-54.5909,269.959,0.279497,30,Inhibition
,,,,,,,,,,,,
11.11,256,5,20,1000000000,38,-4610.73,1066.1,-58.468,284.964,0.279497,30,Inhibition
,,,,,,,,,,,,
11.11,256,5,20,1000000001,39,-4619.01,1076.18,-54.9418,284.964,0.250459,30,Inhibition
,,,,,,,,,,,,
11.11,512,4,2,1000000000,0,-5131.11,947.902,-47.3544,14.976,0.137923,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,2,1000000000,1,-5131.26,947.543,-47.2092,14.976,0.0580732,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,2,1000000000,2,-5131.18,947.549,-46.3593,14.976,0.145182,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,3,1000000000,3,-5130.94,946.713,-48.0528,29.981,0.225031,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,4,1000000000,4,-5130.92,946.102,-48.4399,44.95,0.261326,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,5,1000000000,5,-5130.85,945.698,-48.4352,60.015,0.348433,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,6,1000000000,6,-5130.51,945.255,-49.0308,74.968,0.199624,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,6,1000000000,7,-5130.74,945.661,-48.4805,74.968,0.0617028,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,7,1000000000,8,-5130.3,945.155,-49.3095,90.017,0.413764,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,8,1000000000,9,-5130.18,945.252,-49.8928,105.034,0.195995,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,8,1000000000,10,-5130.18,945.583,-49.4064,105.034,0.15607,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,9,1000000000,11,-5130.3,945.292,-49.9954,120.04,0.399246,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,10,1000000000,12,-5130.85,945.512,-49.811,135.084,0.344804,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,11,1000000000,13,-5130.39,945.782,-50.2971,149.951,0.261326,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,12,1000000000,14,-5130.28,945.588,-51.0578,164.957,0.355692,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,13,1000000000,15,-5129.96,945.892,-51.2842,180.045,0.290361,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,14,1000000000,16,-5129.75,946.014,-51.5679,195,0.341174,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,15,1000000000,17,-5130.27,945.784,-50.9479,209.933,0.384728,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,16,1000000000,18,-5130.27,945.541,-51.4947,224.941,0.286732,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,17,1000000000,19,-5129.93,945.847,-52.2704,239.957,0.283102,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,18,1000000000,20,-5129.97,946.286,-52.3255,255.05,0.359322,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,19,1000000000,21,-5129.34,947.221,-52.1732,270.056,0.352063,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,20,1000000000,22,-5129.03,947.828,-52.3683,285.018,0.330286,31,Inhibition
,,,,,,,,,,,,
11.11,512,4,4,1000000000,0,-5219.48,863.691,-58.5881,44.95,0.0326719,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,4,1000000000,1,-5219.51,864.209,-57.7137,44.95,0.0359483,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,5,1000000000,2,-5220.26,863.838,-57.4059,60.015,0.0471926,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,5,1000000000,3,-5220.3,864.551,-57.1122,60.015,0.0254115,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,6,1000000000,4,-5221.47,863.98,-58.5218,74.968,0.152467,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,7,1000000000,5,-5222.54,863.304,-58.8306,90.017,0.0798639,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,7,1000000000,6,-5222.59,862.947,-58.659,90.017,0.0689735,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,8,1000000000,7,-5223.61,863.311,-59.4575,105.034,0.0871242,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,9,1000000000,8,-5224.72,863.407,-59.5329,120.04,0.232329,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,10,1000000000,9,-5225.26,863.344,-58.8916,135.084,0.0726036,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,11,1000000000,10,-5226.91,863.022,-60.0762,149.951,0.0435624,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,12,1000000000,11,-5228.46,863.563,-61.9022,164.957,0.0726036,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,13,1000000000,12,-5229.05,864.017,-61.9279,180.045,0.0544529,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,14,1000000000,13,-5230.49,862.873,-62.7057,195,0.0980146,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,15,1000000000,14,-5230.81,863.02,-62.7911,209.933,0.116165,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,16,1000000000,15,-5231.99,862.918,-63.2084,224.941,0.196028,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,17,1000000000,16,-5231.91,862.07,-63.4115,239.957,0.145206,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,18,1000000000,17,-5233.12,862.329,-63.4112,255.05,0.0834941,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,19,1000000000,18,-5234.44,862.052,-63.5678,270.056,0.0871242,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,20,1000000000,19,-5235.5,861.586,-63.662,285.018,0.0798639,32,Inhibition
,,,,,,,,,,,,
11.11,512,4,3,1000000000,0,-5231.34,913.06,-43.6892,29.981,0.253993,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,4,1000000000,1,-5231.3,913.21,-43.6055,44.95,0.21408,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,4,1000000000,2,-5231.88,913.742,-43.2117,44.95,0.192309,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,5,1000000000,3,-5231.86,913.902,-43.5933,60.015,0.348332,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,6,1000000000,4,-5232.5,914.649,-43.7325,74.968,0.482583,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,7,1000000000,5,-5233.13,914.013,-44.1458,90.017,0.333818,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,8,1000000000,6,-5232.91,913.65,-44.4711,105.034,0.486212,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,9,1000000000,7,-5232.81,912.948,-44.3009,120.04,0.428157,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,10,1000000000,8,-5233.27,913.277,-44.4724,135.084,0.137883,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,10,1000000000,9,-5232.88,913.166,-44.0295,135.084,0.290277,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,11,1000000000,10,-5233.04,913.722,-44.294,149.951,0.475326,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,12,1000000000,11,-5233.39,913.948,-44.4212,164.957,0.344703,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,13,1000000000,12,-5233.88,914.111,-44.368,180.045,0.337447,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,14,1000000000,13,-5233.53,913.834,-44.4628,195,0.500725,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,15,1000000000,14,-5233.91,913.109,-43.8643,209.933,0.333818,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,16,1000000000,15,-5233.87,912.797,-43.8546,224.941,0.515239,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,17,1000000000,16,-5234.25,912.744,-44.179,239.957,0.417272,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,18,1000000000,17,-5235.44,912.575,-44.4199,255.05,0.478955,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,19,1000000000,18,-5235.7,912.102,-43.8685,270.056,0.493468,33,Inhibition
,,,,,,,,,,,,
11.11,512,4,20,1000000000,19,-5236.5,911.799,-43.8361,285.018,0.449927,33,Inhibition
,,,,,,,,,,,,
13.09,1k,3,1,1000000000,0,9632.58,-908.743,-60.7933,0,0.384659,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,1,1000000001,1,9633,-908.18,-59.1187,0,0.134269,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,2,1000000000,2,9629.34,-908.757,-58.4024,14.772,0.373773,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,2,1000000001,3,9630.25,-908.345,-56.8492,14.772,0.108867,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,3,1000000000,4,9626.57,-908.208,-57.1888,29.696,0.377402,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,3,1000000001,5,9628,-908.1,-55.8187,29.696,0.203217,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,4,1000000000,6,9624.04,-908.243,-57.0082,44.664,0.322969,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,4,1000000001,7,9625.51,-908.437,-55.5166,44.664,0.152414,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,5,1000000000,8,9621.66,-907.976,-58.0288,59.648,0.293938,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,5,1000000001,9,9622.84,-908.087,-57.0366,59.648,0.0907228,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,6,1000000000,10,9618.8,-907.63,-58.6719,74.649,0.29031,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,6,1000000001,11,9620.38,-907.37,-57.6537,74.649,0.116125,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,7,1000000000,12,9617.09,-907.451,-60.0475,89.668,0.272165,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,7,1000000001,13,9618.74,-907.122,-58.7488,89.668,0.105238,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000000,14,9615.32,-907.139,-59.9865,104.681,0.228619,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000001,15,9617.18,-906.942,-59.1527,104.681,0.083465,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,9,1000000000,16,9615.07,-907.032,-61.3334,119.669,0.239506,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,9,1000000001,17,9616.55,-906.688,-59.7971,119.669,0.0762073,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,10,1000000000,18,9613.8,-906.667,-61.6526,134.674,0.254021,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,10,1000000001,19,9614.67,-906.813,-60.6492,134.674,0.0653206,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,11,1000000000,20,9613.4,-906.8,-61.1146,149.602,0.228619,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,11,1000000001,21,9614.35,-906.484,-60.1556,149.602,0.0181449,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,12,1000000000,22,9613.05,-907.094,-60.7576,164.666,0.181444,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,12,1000000001,23,9613.96,-906.313,-60.0952,164.666,0.0254027,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,13,1000000000,24,9611.11,-907.009,-60.3801,179.583,0.19596,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,14,1000000000,25,9611.12,-906.132,-60.3186,194.611,0.203217,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,14,1000000001,26,9612.82,-905.421,-59.7585,194.611,0.0359483,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,15,1000000000,27,9609.82,-905.462,-59.4886,209.615,0.145156,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,15,1000000001,28,9611.91,-904.852,-58.9575,209.615,0.0254027,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,16,1000000000,29,9609.16,-905.61,-59.8601,224.583,0.13064,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,16,1000000001,30,9610.79,-904.501,-58.633,224.583,0.0359483,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,17,1000000000,31,9609.37,-905.123,-58.3679,239.666,0.185073,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,18,1000000000,32,9608.02,-904.854,-58.6974,254.668,0.0359483,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,18,1000000000,33,9608.17,-904.128,-58.3416,254.668,0.141527,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,19,1000000000,34,9607.96,-903.755,-58.6524,269.576,0.1633,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,20,1000000000,35,9607.68,-903.573,-59.4845,284.705,0.170558,34,Mutant
,,,,,,,,,,,,
13.09,1k,3,1,1000000000,0,9669.35,-1009.21,-57.0396,0,0.399178,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,1,1000000001,1,9672.68,-1006.29,-58.1005,0,0.308457,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,2,1000000001,2,9670.82,-1007.16,-56.2546,14.772,0.275797,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,2,1000000000,3,9667.56,-1009.96,-55.4529,14.772,0.431838,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,3,1000000001,4,9669.26,-1007.06,-56.4045,29.696,0.235879,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,3,1000000000,5,9665.91,-1010.1,-55.5664,29.696,0.370147,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,4,1000000001,6,9668.17,-1007.17,-56.1754,44.664,0.283055,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,4,1000000000,7,9664.62,-1010.08,-55.7637,44.664,0.402807,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,5,1000000001,8,9667.53,-1006.83,-55.617,59.648,0.23225,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,5,1000000000,9,9663.7,-1009.72,-54.9997,59.648,0.362889,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,6,1000000001,10,9666.43,-1007.48,-55.6177,74.649,0.261281,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,6,1000000000,11,9662.26,-1009.53,-54.9008,74.649,0.482642,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,7,1000000001,12,9664.93,-1007.53,-55.1934,89.668,0.29757,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,7,1000000000,13,9661.04,-1010.09,-54.706,89.668,0.522559,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000000,14,9659.22,-1010.75,-54.6429,104.681,0.29757,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000000,15,9659.18,-1010.31,-54.6566,104.681,0.26491,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000001,16,9662.96,-1008.3,-54.8299,104.681,0.272168,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,9,1000000001,17,9661.3,-1009.21,-54.397,119.669,0.26491,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,9,1000000000,18,9657.04,-1011.93,-53.2007,119.669,0.533445,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,10,1000000000,19,9655.16,-1012.76,-52.7239,134.674,0.493528,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,10,1000000001,20,9659.74,-1011.03,-54.078,134.674,0.254024,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,11,1000000000,21,9654.28,-1014.21,-52.157,149.602,0.479013,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,11,1000000001,22,9658.39,-1012.05,-53.7395,149.602,0.250395,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,12,1000000000,23,9653.1,-1015.29,-52.1912,164.666,0.42458,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,12,1000000000,24,9653.02,-1014.59,-52.2603,164.666,0.0544344,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,12,1000000001,25,9657.05,-1012.17,-54.1286,164.666,0.13427,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,13,1000000000,26,9653.08,-1015.52,-52.3842,179.583,0.366518,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,13,1000000001,27,9656.54,-1013.14,-54.1125,179.583,0.159673,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,14,1000000000,28,9652.34,-1015.43,-52.2354,194.611,0.366518,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,14,1000000001,29,9656.2,-1013.01,-53.7494,194.611,0.13427,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,14,1000000001,30,9656.35,-1012.69,-53.7272,194.611,0.00362906,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,15,1000000000,31,9652.51,-1016.16,-51.4894,209.615,0.26491,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,15,1000000001,32,9656.62,-1012.97,-54.3754,209.615,0.0326608,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,15,1000000001,33,9656.66,-1012.61,-54.1107,209.615,0.0399187,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,15,1000000000,34,9653.12,-1016.63,-50.8058,209.615,0.0359483,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,16,1000000000,35,9651.88,-1015.8,-51.0927,224.583,0.428209,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,16,1000000001,36,9655.95,-1012.65,-54.7679,224.583,0.145157,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,17,1000000001,37,9654.91,-1012.79,-54.7539,239.666,0.0689501,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,17,1000000001,38,9655.14,-1012.21,-54.5091,239.666,0.0508055,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,17,1000000000,39,9650.77,-1015.75,-49.4933,239.666,0.293941,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,18,1000000001,40,9653.84,-1013.53,-54.935,254.668,0.0580634,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,18,1000000001,41,9654.66,-1012.95,-54.7473,254.668,0.0359483,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,18,1000000000,42,9650.08,-1014.99,-49.5914,254.668,0.29757,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,19,1000000001,43,9654.13,-1012.71,-55.0443,269.576,0.014516,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,19,1000000000,44,9649.94,-1014.16,-49.5155,269.576,0.395549,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,20,1000000001,45,9653.26,-1012.6,-54.8187,284.705,0.145157,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,20,1000000001,46,9652.57,-1012.52,-54.3792,284.705,0.0359483,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,20,1000000000,47,9650.03,-1013.83,-49.1003,284.705,0.308457,35,Mutant
,,,,,,,,,,,,
13.09,1k,3,3,1000000000,0,9625.63,-992.901,-60.2233,29.696,0.2649,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,4,1000000000,1,9624.85,-992.702,-60.5932,44.664,0.290302,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,4,1000000002,2,9631.1,-992.528,-53.8296,44.664,0.2649,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,5,1000000000,3,9623.75,-992.535,-60.1075,59.648,0.203212,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,5,1000000002,4,9630.98,-992.956,-54.0652,59.648,0.257643,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,6,1000000000,5,9622.75,-992.109,-59.6978,74.649,0.286673,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,6,1000000002,6,9629.8,-992.753,-54.3586,74.649,0.344733,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,7,1000000000,7,9621.91,-992.314,-60.0026,89.668,0.29393,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,7,1000000002,8,9628.16,-993.554,-53.6133,89.668,0.228613,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000000,9,9620.13,-992.844,-59.4732,104.681,0.304817,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000002,10,9626.7,-994.127,-53.2933,104.681,0.239499,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,9,1000000000,11,9618.2,-993.018,-58.5823,119.669,0.217727,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,9,1000000002,12,9624.81,-994.91,-52.7096,119.669,0.192326,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,10,1000000000,13,9616.91,-994.07,-57.6562,134.674,0.195954,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,10,1000000002,14,9622.95,-995.461,-51.6226,134.674,0.105235,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,11,1000000000,15,9614.41,-994.932,-58.1716,149.602,0.297559,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,11,1000000002,16,9620.43,-996.165,-51.4654,149.602,0.239499,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,12,1000000000,17,9613.19,-995.482,-58.2252,164.666,0.203212,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,12,1000000002,18,9619.75,-996.071,-51.0485,164.666,0.166924,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,13,1000000000,19,9612.21,-995.272,-57.7195,179.583,0.268529,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,13,1000000002,20,9618.39,-996.001,-50.4789,179.583,0.232242,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,13,1000000002,21,9618.08,-995.549,-50.5013,179.583,0.00362893,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,14,1000000000,22,9611.42,-996.183,-57.0884,194.611,0.185068,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,14,1000000002,23,9617.81,-995.954,-50.2718,194.611,0.163296,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,15,1000000000,24,9610.97,-996.606,-57.0273,209.615,0.235871,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,15,1000000002,25,9616.87,-995.211,-51.0016,209.615,0.286673,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,16,1000000000,26,9610.28,-996.956,-56.5711,224.583,0.177811,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,16,1000000002,27,9616.48,-995.481,-51.1361,224.583,0.32296,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,17,1000000000,28,9609.96,-997.197,-56.663,239.666,0.130637,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,17,1000000002,29,9615.78,-996.027,-50.7114,239.666,0.308445,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,17,1000000002,30,9616.23,-995.779,-50.7469,239.666,0.00362893,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,18,1000000000,31,9609.5,-997.114,-56.7185,254.668,0.210469,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,18,1000000002,32,9614.88,-996.548,-50.5877,254.668,0.362876,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,19,1000000000,33,9609.49,-997.314,-56.837,269.576,0.239499,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,19,1000000002,34,9614.55,-996.032,-50.1716,269.576,0.283044,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,20,1000000000,35,9608.83,-997.435,-56.7524,284.705,0.261272,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,20,1000000002,36,9613.88,-996.869,-49.725,284.705,0.239499,36,Mutant
,,,,,,,,,,,,
13.09,1k,3,1,1000000000,0,9640.95,-1024.21,-56.223,0,0.381166,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,1,1000000001,1,9644.71,-1021.26,-47.1904,0,0.540891,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,2,1000000000,2,9639.33,-1026.11,-53.9816,14.772,0.399317,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,2,1000000001,3,9642.5,-1022.82,-48.1196,14.772,0.598972,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,3,1000000000,4,9638.8,-1026.81,-53.3061,29.696,0.457398,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,3,1000000001,5,9641.92,-1023.09,-48.0223,29.696,0.370276,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,3,1000000001,6,9641.27,-1023.55,-47.4531,29.696,0.0254118,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,4,1000000000,7,9638.43,-1026.79,-52.6108,44.664,0.479179,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,4,1000000001,8,9640.39,-1022.76,-48.3785,44.664,0.174249,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,4,1000000001,9,9640.09,-1022.42,-48.4196,44.664,0.00363032,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,5,1000000000,10,9637.67,-1027.4,-52.2461,59.648,0.399317,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,5,1000000001,11,9639.18,-1022.18,-48.4953,59.648,0.152468,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,6,1000000000,12,9636.6,-1028.37,-51.3327,74.649,0.0653439,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,6,1000000000,13,9636.99,-1027.93,-51.2957,74.649,0.235961,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,6,1000000001,14,9638.48,-1023.11,-48.6828,74.649,0.20692,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,7,1000000000,15,9635.55,-1028.87,-50.3882,89.668,0.275892,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,7,1000000001,16,9636.6,-1024.09,-48.8214,89.668,0.0363024,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,7,1000000001,17,9637.14,-1024.11,-47.9997,89.668,0.0145211,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000000,18,9634.14,-1029.76,-50.148,104.681,0.341235,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000001,19,9635.41,-1025.64,-45.9828,104.681,0.108906,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,8,1000000001,20,9635.68,-1025.78,-45.3667,104.681,0.0145211,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,9,1000000000,21,9632.55,-1030.66,-49.2678,119.669,0.417467,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,9,1000000001,22,9634.24,-1025.96,-46.2131,119.669,0.00363032,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,9,1000000001,23,9634.8,-1026.77,-45.0656,119.669,0.0181513,37,Mutant
,,,,,,,,,,,,
13.09,1k,3,10,1000000000,24,9631.4,-1031.96,-49.1127,134.674,0.308564,37,Mutant
,,,,,,,,,,,,
